id,title,rating,date,body,sentiment,category,satisfied,text
2109,Très bon produit ,5,2024-05-27 00:00:00+00:00,Très bon produit ! Exactement comme sur le détail ! ,Negative,Marketplace,1,Très bon produit  Très bon produit ! Exactement comme sur le détail ! 
2110,Changement de point relais ,4,2024-05-27 00:00:00+00:00,"Bonjour, je n'ai pas pu retirer une partie de ma dernière commande. Le transporteur a changé le point relais sans me consulter, je n'ai pas pu m'y rendre. Je l'ai signalé au vendeur et il attend le retour du colis. 
Nous essaierons de trouver une autre solution d'expédition. ",Negative,Customer Service,1,"Changement de point relais  Bonjour, je n'ai pas pu retirer une partie de ma dernière commande. Le transporteur a changé le point relais sans me consulter, je n'ai pas pu m'y rendre. Je l'ai signalé au vendeur et il attend le retour du colis. 
Nous essaierons de trouver une autre solution d'expédition. "
2111,Je suis vraiment très satisffaite .Les…,5,2024-05-27 00:00:00+00:00,"Je suis vraiment très satisffaite .Les delais sont très corrects, les embalages parfaits.
Merci",Neutral,Uncategorized,1,"Je suis vraiment très satisffaite .Les… Je suis vraiment très satisffaite .Les delais sont très corrects, les embalages parfaits.
Merci"
2112,Rapide et efficace,5,2024-05-27 00:00:00+00:00,"Rapide et efficace, que demander de plus ? 👍",Neutral,Uncategorized,1,"Rapide et efficace Rapide et efficace, que demander de plus ? 👍"
2113,Service client inexistant ,1,2024-05-27 00:00:00+00:00,Service client que je pourrais qualifier de minable car personne a répondu à ma demande. De plus on me raccroche au nez au téléphone et on me répond en Anglais sur le Facebook Français. On donne toujours raison aux acheteurs alors que parfois ce sont des arnaqueurs. Je vais contacter les services consommateurs car ce n'est pas la 1ere fois. Site à fuir en cas de problème.,Negative,Electronics,0,Service client inexistant  Service client que je pourrais qualifier de minable car personne a répondu à ma demande. De plus on me raccroche au nez au téléphone et on me répond en Anglais sur le Facebook Français. On donne toujours raison aux acheteurs alors que parfois ce sont des arnaqueurs. Je vais contacter les services consommateurs car ce n'est pas la 1ere fois. Site à fuir en cas de problème.
2114,Globalement positif,4,2024-05-31 00:00:00+00:00,"Globalement positif
Commission trop importante ",Negative,Uncategorized,1,"Globalement positif Globalement positif
Commission trop importante "
2115,Très satisfaite,5,2024-05-27 00:00:00+00:00,"Achat et offre négociée acceptée, très satisfaite 
Communication claire
Site fonctionnel",Neutral,Marketplace,1,"Très satisfaite Achat et offre négociée acceptée, très satisfaite 
Communication claire
Site fonctionnel"
2116,Le vendeur est sérieux suite à mon achat,5,2024-05-27 00:00:00+00:00,Le vendeur est sérieux suite à mon achat ,Negative,Uncategorized,1,Le vendeur est sérieux suite à mon achat Le vendeur est sérieux suite à mon achat 
2117,Très satisfait de mon expérience…,5,2024-05-27 00:00:00+00:00,"Très satisfait de mon expérience rakuten sur mon dernier achat, mais plutôt grâce au vendeur sur la plate-forme. ",Neutral,Uncategorized,1,"Très satisfait de mon expérience… Très satisfait de mon expérience rakuten sur mon dernier achat, mais plutôt grâce au vendeur sur la plate-forme. "
2118,Service client ,5,2024-05-27 00:00:00+00:00,"Service client rapide , livraison rapide avec un bon suivis du colis tres bonne application ",Positive,Customer Service,1,"Service client  Service client rapide , livraison rapide avec un bon suivis du colis tres bonne application "
2119,Arnaque Racuten,1,2024-06-04 00:00:00+00:00,Attentions...Attentions  Rakuten vous arnaque avec les points club R elle vous les donne apprêt elle vous les retire .........,Negative,Uncategorized,0,Arnaque Racuten Attentions...Attentions  Rakuten vous arnaque avec les points club R elle vous les donne apprêt elle vous les retire .........
2120,Rien à dire ,4,2024-05-27 00:00:00+00:00,Ça c'est plutôt bien passé ,Negative,Uncategorized,1,Rien à dire  Ça c'est plutôt bien passé 
2121,j'ai déjà répondu ,5,2024-05-27 00:00:00+00:00,j'ai déjà répondu : je suis satisfaite du délai et de l'envoi - le livre est comme neuf - Merci,Neutral,Shipping,1,j'ai déjà répondu  j'ai déjà répondu : je suis satisfaite du délai et de l'envoi - le livre est comme neuf - Merci
2122,Livraison sans soucis.,5,2024-05-25 00:00:00+00:00,"Livraison sans soucis.
Je suis très satisfaite de mon nouveau téléphone.
",Neutral,Electronics,1,"Livraison sans soucis. Livraison sans soucis.
Je suis très satisfaite de mon nouveau téléphone.
"
2123,Satisfecte ,5,2024-05-27 00:00:00+00:00,"Bonjour je suis contente du site et des articles.
Les articles bien emballés cette fois-ci le transport c'est effectué par mondial relay bien passé. 
",Negative,Marketplace,1,"Satisfecte  Bonjour je suis contente du site et des articles.
Les articles bien emballés cette fois-ci le transport c'est effectué par mondial relay bien passé. 
"
2124,Très bien ,5,2024-05-27 00:00:00+00:00,Satisfaite de mon achat ,Positive,Uncategorized,1,Très bien  Satisfaite de mon achat 
2125,Le Produit (livre  d'occasion) impeccable. ,4,2024-05-27 00:00:00+00:00,"Le livre  d'occasion était  parfait 
Cependant le délai d'acheminement était trop long. 
La communication avec Rakuten a été  rapide et bienveillante. ",Positive,Shipping,1,"Le Produit (livre  d'occasion) impeccable.  Le livre  d'occasion était  parfait 
Cependant le délai d'acheminement était trop long. 
La communication avec Rakuten a été  rapide et bienveillante. "
2126,RAS.,5,2024-05-27 00:00:00+00:00,Bonjours rien à redire sur le vendeur livraison 1jour avant très sérieux comme le magasin Rakuten le troisième portable rien a redire.,Negative,Shipping,1,RAS. Bonjours rien à redire sur le vendeur livraison 1jour avant très sérieux comme le magasin Rakuten le troisième portable rien a redire.
2127,service irréprochable,5,2024-05-27 00:00:00+00:00,"service irréprochable, l'article commandé a été livré très rapidement, et en très bon état (livre d'occasion)",Neutral,Customer Service,1,"service irréprochable service irréprochable, l'article commandé a été livré très rapidement, et en très bon état (livre d'occasion)"
2128,"Les ""services"" des entreprises…",3,2024-05-27 00:00:00+00:00,"Les ""services"" des entreprises proposées en même temps que les achats de livres sont pas assez claire, et mènent à dépenser de l'argent et favoriser l’endettement. Très déçu de ce genre d'attitude, j'évite le plus possible votre site",Negative,Customer Service,0,"Les ""services"" des entreprises… Les ""services"" des entreprises proposées en même temps que les achats de livres sont pas assez claire, et mènent à dépenser de l'argent et favoriser l’endettement. Très déçu de ce genre d'attitude, j'évite le plus possible votre site"
2129,Colis reçu dans les temps et en parfait…,5,2024-05-27 00:00:00+00:00,Colis reçu dans les temps et en parfait état.  Conforme à la description. ,Neutral,Shipping,1,Colis reçu dans les temps et en parfait… Colis reçu dans les temps et en parfait état.  Conforme à la description. 
2130,Livraison rapide et ponctuelle,5,2024-05-27 00:00:00+00:00,Livraison rapide et ponctuelle ,Neutral,Shipping,1,Livraison rapide et ponctuelle Livraison rapide et ponctuelle 
2131,Très bon site pour acheter en toute…,5,2024-05-27 00:00:00+00:00,Très bon site pour acheter en toute confiance ,Negative,Marketplace,1,Très bon site pour acheter en toute… Très bon site pour acheter en toute confiance 
2132,Vendeur sérieux.,5,2024-05-27 00:00:00+00:00,"Vendeur sérieux.
Le CD est neuf.
",Negative,Uncategorized,1,"Vendeur sérieux. Vendeur sérieux.
Le CD est neuf.
"
2133,Très mauvaise expérience avec Rakuten - à éviter !,1,2024-05-15 00:00:00+00:00,"J'ai passé une commande sur Rakuten le 30 avril 2024 pour des lames de rasoir, avec une livraison prévue entre le 10 et le 14 mai 2024. Non seulement je n'ai jamais reçu mon colis dans les délais, mais en plus, Rakuten et le vendeur Zenpar456 ont rendu l'expérience extrêmement frustrante et décevante.

Voici un résumé des problèmes rencontrés :

Non-respect des délais de livraison :
Le colis n'est jamais arrivé dans le délai convenu. J'ai dû acheter l'article ailleurs le 16 mai, car j'en avais un besoin urgent.

Numéro de suivi incorrect :
Le vendeur m'a fourni un numéro de suivi (6A36389847790) qui, après vérification avec La Poste, ne correspondait ni à mon nom ni à mon adresse. Ce colis était destiné à une autre personne.

Réponse inadéquate de Rakuten :
Malgré mes nombreuses tentatives de contact, Rakuten n'a pas pris de mesures appropriées pour résoudre mon problème. Ils m'ont simplement renvoyé vers le vendeur, qui a fourni un autre numéro de suivi le 20 mai (6A36400942107), bien au-delà de la date limite de livraison initiale. Cela ne répondait pas à mes besoins, car j'avais déjà acheté le produit ailleurs.

Service client déplorable :
J'ai envoyé un message de réclamation le 30 mai 2024, et à ce jour, 4 juin 2024, je n'ai toujours reçu aucune réponse ni solution de leur part. Le manque de communication et de soutien est inacceptable.

En conclusion, je suis extrêmement déçu par l'attitude de Rakuten et de leur vendeur Zenpar456. Je ne recommande absolument pas cette plateforme. Leur manque de professionnalisme et de réactivité face à un problème aussi simple est scandaleux. Je vous conseille fortement d'éviter Rakuten pour vos achats en ligne.
De plus et non des moindres, il s'avère que l'article est en réalité une contrefaçon des lames OneBlade.
Référence de transaction Rakuten: 930902295",Negative,Customer Service,0,"Très mauvaise expérience avec Rakuten - à éviter ! J'ai passé une commande sur Rakuten le 30 avril 2024 pour des lames de rasoir, avec une livraison prévue entre le 10 et le 14 mai 2024. Non seulement je n'ai jamais reçu mon colis dans les délais, mais en plus, Rakuten et le vendeur Zenpar456 ont rendu l'expérience extrêmement frustrante et décevante.

Voici un résumé des problèmes rencontrés :

Non-respect des délais de livraison :
Le colis n'est jamais arrivé dans le délai convenu. J'ai dû acheter l'article ailleurs le 16 mai, car j'en avais un besoin urgent.

Numéro de suivi incorrect :
Le vendeur m'a fourni un numéro de suivi (6A36389847790) qui, après vérification avec La Poste, ne correspondait ni à mon nom ni à mon adresse. Ce colis était destiné à une autre personne.

Réponse inadéquate de Rakuten :
Malgré mes nombreuses tentatives de contact, Rakuten n'a pas pris de mesures appropriées pour résoudre mon problème. Ils m'ont simplement renvoyé vers le vendeur, qui a fourni un autre numéro de suivi le 20 mai (6A36400942107), bien au-delà de la date limite de livraison initiale. Cela ne répondait pas à mes besoins, car j'avais déjà acheté le produit ailleurs.

Service client déplorable :
J'ai envoyé un message de réclamation le 30 mai 2024, et à ce jour, 4 juin 2024, je n'ai toujours reçu aucune réponse ni solution de leur part. Le manque de communication et de soutien est inacceptable.

En conclusion, je suis extrêmement déçu par l'attitude de Rakuten et de leur vendeur Zenpar456. Je ne recommande absolument pas cette plateforme. Leur manque de professionnalisme et de réactivité face à un problème aussi simple est scandaleux. Je vous conseille fortement d'éviter Rakuten pour vos achats en ligne.
De plus et non des moindres, il s'avère que l'article est en réalité une contrefaçon des lames OneBlade.
Référence de transaction Rakuten: 930902295"
2134,bon produit et réception rapide des…,5,2024-06-02 00:00:00+00:00,"bon produit et réception rapide des articles, merci",Neutral,Marketplace,1,"bon produit et réception rapide des… bon produit et réception rapide des articles, merci"
2135,facilite d’utilisation du site Rakuten,5,2024-06-03 00:00:00+00:00,"facilite d’utilisation du site Rakuten
livraison du produit dans les temps 
etat impeccable de l’album",Negative,Shipping,1,"facilite d’utilisation du site Rakuten facilite d’utilisation du site Rakuten
livraison du produit dans les temps 
etat impeccable de l’album"
2136,Tout était parfait rien  a dire,5,2024-05-25 00:00:00+00:00,Tout était parfait rien  a dire,Neutral,Uncategorized,1,Tout était parfait rien  a dire Tout était parfait rien  a dire
