title,rating,date,body,sentiment,category,month_year,satisfied
NE COMMANDEZ PAS SUR CE SITE,1,2021-01-13 22:04:52,"0 2TOILE C4EST PAS POSSIBLE ,???!!!!
Mon colis devait arriver le  le 15 Décembre. Je l'ai commandé le 4 Décembre. NOUS SOMMES LE 13 JANVIER.  

Aucun moyen de les joindre, adresses mails incorrectes. Il n'y a même pas moyen de se faire rembourser.

C'est inadmissible. Un site comme celui-ci devrait être irradié.

JE NE VOUS CONSEILLE SURTOUT PAS DE COMMANDER SUR CE SITE.",Neutral,Customer Service,2021-01,0
Rue du commerce = profit à tout prix,1,2021-01-10 00:00:00,"Bonjour,
Casque Stéréo E-THINKER Pliable BH519 à éviter, cassé au bout de 2 mois ; pas étonnant quand on voit les attaches des écouteurs du casque, hyper fines. Rue du commerce renvoie au fournisseur et s'en lave les mains. Je partage donc l'avis général. Arnaque et Rue du commerce font bon ménage.",Neutral,Electronics,2021-01,0
Pack reprise impossible à utiliser car disparu,1,2021-01-12 16:45:25,"Bonsoir voila deja 1 mois ou ce message reste sur mon compte, impossible d accéder à mes commandes ni à mes packs reprise dont certains arrivent à échéance.
Par contre je peux toujours acheter ,il y a pas de soucis.

Chères Clientes, Chers clients, Vous l’avez probablement constaté, notre site Rueducommerce.fr finalise tout juste une transformation majeure de son interface. Ceci dans le but de mieux vous servir, vous apporter plus de fluidité dans votre navigation et ainsi vous assurer une meilleure expérience d’achat. Aussi et temporairement, nous comptons sur votre compréhension car une telle évolution réclame quelques ajustements. Nous souhaitons vous rassurer, toutes les informations liées à vos commandes, à votre compte, à vos avantages ou encore assurances sont préservées et si ponctuellement absentes, vous pourrez les retrouver sous les plus brefs délais dans votre espace client. Notre équipe met tout en œuvre pour répondre à vos inquiétudes et vous réaffirme que vos données personnelles sont sécurisées et maintenues. Nous vous remercions pour votre patience. ce message est commun pour mes commandes et mes avantages",Negative,Customer Service,2021-01,0
Attention arnaque,1,2021-01-12 12:39:55,"Attention arnaque ! Les marchands avec lesquels ils traitent sont des arnaqueurs et rue du commerce est complice en traitant avec eux ! Je dois attendre 72 heures pour avoir une réponse à une demande d'annulation de commande n°32160590 passée il  y a moins de 18 heures bravo ! En 72 heures bien sur la commande a largement le temps d'être expédiée, c'est donc de l'incitation à la vente malhonnête et non respect du délai de rétractation !!!!!",Neutral,Customer Service,2021-01,0
J'ai jamais vu ça depuis que je…,1,2021-01-12 12:09:39,J'ai jamais vu ça depuis que je commande sur internet.....le pire des sites de commande à éviter....,Neutral,Customer Service,2021-01,0
J ai acheté des airpods reconditionnés…,1,2021-01-12 02:06:56,"J ai acheté des airpods reconditionnés à 99,99 euros pour Noël à mon fils. Malheureusement se sont des contrefaçon et en plus qui ne fonctionnent pas correctement et ne chargent pas. Après 2 appels pour porter réclamation soit 10 euros de communication toujours pas de réponse. De plus sur mon compte rue du commerce ils viennent de changer le montant de mon achat en le passant à 83 euros alors que j ai bien été débité de 99,99 euros. Résultat mon fils n a pas son cadeau de Noël et moi j attends toujoursun remboursement. 
A éviter ce site qui  c est beaucoup détérioré en quelques années 😡",Neutral,Customer Service,2021-01,0
NUL!!!! un des pire site jamais vue,1,,"Ce site est juste une honte!
J'ai commandé une RTX 3060 TI elle devait arriver MAXIMUM le 31 décembre.
Finalement elle est ""expédié"" car la Poste dit qu'il ne l'ont pas reçue (on est le 11 janvier quand même).
J'ai envoyer un message aux service client le 30 décembre AUCUNE RÉPONSE.
Donc évitez à tout prix d'acheter sur ce site.
Même WISH fait mieux.",Neutral,Customer Service,,0
J'ai acheté un moniteur PC il y a…,1,2021-01-11 18:28:51,J'ai acheté un moniteur PC il y a 11mois. Celui-ci est en panne et je tente de trouver un accès au SAV pour faire un retour : Bah ! impossible. Ma commande n'apparait plus et donc l'édition d'un bon de retour pour l'instant impossible. Je peste parce que j'ai eu la même mésaventure avec CDiscount. J'essaie d'acheter sur des sites français et finalement leur concurrent américain est indéniablement à un niveau de prestation largement au dessus. Pour l'instant 'Rue du Commerce à éviter'.,Negative,Customer Service,2021-01,0
Site déplorable vente de matériel…,1,2020-12-18 00:00:00,"Site déplorable vente de matériel affiché disponible mais ne l'étant pas, aucune communication de leur part, remboursement après près d'un mois et tout une commande à 2000€ toujours pas effectué. Au final 2000€ de bloqué un mois, et toujours pas d'outils de travail .... Le tout prendant les fêtes de fin d'années.. ce sont des escrocs si font travailler votre argent avec des annonces bidons... L'objet commandé a été affiché dispo pourtant sur leur site pendant un mois après la commande ...",Neutral,Customer Service,2020-12,0
Je déconseille (pour l'instant),2,2021-01-11 17:38:00,"Première expérience dessus et je déconseille pour le moment.

Achat d'un pc gamer fixe, débité directement, soit disant expédié le lendemain et livraison d'ici 3 jours. 

Au bout d'un mois, pas de nouvelles. J'appelle le SAV un peu partout et on m'explique que le PC n'est toujours pas parti de chez le fournisseur. 

Heureusement le SAV m'a aidé et a remboursé ma commande. Je précise que le site effectuait une grosse maintenance lorsque j'ai commandé.",Neutral,Customer Service,2021-01,0
Commande non complète,1,2021-01-11 15:24:57,"Bonjour à tous,

Depuis le rachat par Carrefour, ce site est à éviter !
Commande souris gamer + tapis de souris, j'ouvre le colis et surprise il manque un article (le plus cher la souris, après 3 semaines de bataille entre message sur le site + 3 appels, ils décident de me rembourser l'article manquant en me disant que le produit n'était plus en stock, suite à cela je regarde sur leur site et par miracle le produit est toujours en stock, en bref des menteurs et des incompétents, ils ont perdu un client de plus.

Voici le numéro du service client non surtaxé si ça peut vous aider : 0809400376

C'est le seul moyen pour qu'ils vous répondent.

Bon courage à tous.",Positive,Customer Service,2021-01,0
Les articles sont-ils en stock ?????,1,2021-01-08 00:00:00,"Zéro étoile : c'est possible ? !

La pire boutique en ligne 
Commandé il y a presque 2 mois.
Pas de réponse..., pas de Colis reçu.

Après avoir demandé mainte fois le remboursement. Rien de plus qu'un courriel auquel on répondrait dans les 48 heures. Pffffff...........

Me reste plus qu'a leur écrire en recommandé.
Et saisir l'Association de Consommateurs BP 5000",Negative,Customer Service,2021-01,0
Un SAV pourri,1,2021-01-10 20:13:33,"Un SAV pourri. Après avoir acheté un produit soit disant « Neuf », un accessoire manque et l’amabilité des réponses reste a revoir. Plusieurs relance avant d’avoir une réponse, cette dernière n’aidant pas du tout à résoudre le problème, mais le contourne pour que l’on abandonne notre demande. Si vous pouvez acheter votre produit sur un autre site, n’hésitez pas.",Positive,Customer Service,2021-01,0
Lamentable,1,,"Lamentable, suite à ma dernière relance sur la ligne téléphonique surtaxé, au sujet de mon colis en attente de livraison depuis 15 jours, le service après mon appel le 31/12 s'engage à me renseigner sur 5 jours ouvrés , aujourd'hui 10/01 aucune réponse sur la date de livraison, ni où il se trouve, je rappelle, repaiement sur ligne surtaxée, en payant toujours plus car la personne fort sympathique s'exprime d 'un français assez moyen, la personne même réponse on vous rappelle au maximum sous 72 heures. J'espère être remboursé rapidement selon ma demande de ce jour. Un bon conseil évitez ce site si vous ne voulez pas être pris en otage par des promesses non tenues.",Neutral,Customer Service,,0
Une étoile - c'est trop !,1,2021-01-09 00:00:00,"Une étoile, c'est encore trop !!!!
La pire boutique en ligne que je connaisse. Commandé et payé le 7.12. Jusqu'au 8.1.2021, pas de réponse, pas de Colis reçu.

Avoir demandé au moins 7 fois le remboursement. Rien de plus qu'un courriel auquel on répondrait dans les 48 heures.

Attention ! Plutôt que d'acheter rien qu'ici !",Neutral,Customer Service,2021-01,0
Aucun intérêt de passer par ce site,1,2021-01-09 00:00:00,"Ordinateur commandé sur ce site avec carte Vidéo Radeon RX5700 et reçu avec Nvidia GTE1660. Après plusieurs jours, j'ai reçu un retour du vendeur Megaport me disant qu'il reconnaissait l'erreur et pouvait soit me rembourser le PC après retour de celui-ci (pas de délai de remboursement) soit me remplacer la carte ou soit me dédommager de 50 euros ( la carte Radeon vaut sans les 400 euros pour environ 200 pour la GTE?). Pensant faire preuve de bonne volonté je leur ai proposé de m'envoyer la bonne carte en leur disant que je leur renverrai la mauvaise dans l'emballage de la nouvelle. Pas de retour à ce jour, il faut dire que le vendeur ne consulte la messagerie qu'une fois par jour, donc je ne suis pas au bout. RueDuCommerce, dans tout ça, laisse SON CLIENT se débrouiller avec SON VENDEUR, leur activité consiste à juste prendre un peu de pognon au passage... Affaire à suivre, mais comme je m'étais fait ce cadeau pour mon anniversaire et que celui-ci est maintenant passé, rien n'effacera la déception d'un achat sur ce site.
Appareil finalement reçu le 20 janvier, parce que j'ai accepté un compromis d'une carte inférieure car celle  prévue n'était pas dispo. Scandaleux",Neutral,Electronics,2021-01,0
gestion commerciale inadmissible,1,2021-01-09 08:28:46,"avons reçu une table de salon cassée mi décembre; constat photos envoyées à leur demande  et 15 jours après ils m'annoncent qu'ils ferment mon dossier car photos non reçues alors qu'elles sont bien référencées sur leur site. j'ai fait des copies d'écran et je porte plainte via l'association que choisir . Nous irons plus loin si nécessaire ,ils sont prévenus. S'ils corrigent leur négligence je le ferai savoir bien évidemment",Neutral,Marketplace,2021-01,0
REWORKING SHOP OCC vende des colie qui…,1,2020-12-14 00:00:00,REWORKING SHOP OCC vende des colie qui ne livre jamais . Mais sa na pas l'aire de déranger rue du commerce de travailler avec des escrocs !!!!!,Neutral,Uncategorized,2020-12,0
IPHONE CHEZ REWORKING,1,2021-01-07 00:00:00,"Même problème que beaucoup de personnes visiblement. iPhone commandé chez Reworking le 5 décembre (c'était pour un cadeau de Noël) on est le 7 Janvier et toujours rien à part que la commande est ""expédié"" mais c'est le seul site qui ne propose pas de numéro de suivi, par contre quand il s'agit de mettre des promotions sur leur iPhone ça y va (25%,30%...). Et rue du commerce ne répond pas aux réclamations ou demandes de renseignement.",Neutral,Electronics,2021-01,0
Lamentable,1,2021-01-07 00:00:00,"Lamentable. Smartphone commandé le 6 décembre, via le vendeur partenaire warm shop, aujourd'hui le 7 janvier j'attends toujours. J'ai finit par demander un remboursement, voyant qu'on ne m'accorde aucune considération.
Quand vous les contactez, c'est comme si vous parliez à un mur. Bravo ShopInvest, propriétaire de rue du commerce et des 3 suisses, continuez comme ça... A suivre... Client par le passé sans soucis, aujourd'hui les choses ont changé... Je sais d'ores et déjà que je ne donnerais plus un sou au groupe, ne serais-ce que par principe. J'ai cru pouvoir faire confiance, mais RDC n'est plus que l'ombre d'elle même...
MAJ 16-01-2021: Le téléphone est enfin arrivé. Mon bilan: service client rue du commerce nul, service client warm shop nul. J'ai du mettre la pression pour avoir mon article, sans quoi il ne serait peut être jamais arrivé. Statut de suivi colis bloqué sur ""en cours de préparation"" du 11 décembre au 11 janvier. Aucune explications, aucune excuse. Plus jamais, il y a bien mieux que rue du commerce, à bon entendeur",Positive,Electronics,2021-01,0
Je me joins à tout le monde ce site…,1,,"Je me joins à tout le monde  pour signaler ce site internet qui  est devenu un très mauvais marchands ...Cela fait 2 mois, que  j'attends un remboursement sur un produit (barrette de mémoire) qu'il avais en stock puis qu'il n'avait plus en stock... J'ai appelé 4 fois le service clientèle on me dit que mon dossier est en traitement et aujourd'hui impossible  de les avoir ...
Après ils  se plaignent  que les français achètent sur des sites étrangers...
Je déconseille vivement rue du commerce",Negative,Customer Service,,0
