id,title,rating,date,body,sentiment,category,satisfied,text
1555,Je suis très très déçu du site…,1,2024-02-06 00:00:00+00:00,"Je suis très très déçu du site Cdiscount.
J'ai effectué des achats en ligne le 6/02/2024 puis j'ai annulé, il s'agissait d'un rangement enfant avec motif référence commande 306982348-24020622182RP3G, à 52,99€
avec un rangement de la salle de bain Référence commande 306982347-24020622182RP3F, à 99,90€ j'avais payé cache et j'ai été débité sur mon compte et j'ai bien reçu la confirmation d'annulation des deux commandes sur le site au bout de 5 jours j'ai constaté que je n'avais pas été remboursée alors je contact le service client de Cdiscount j'ai eu une dame( conseillère) elle me demande de me présenter je l'ai fais delà elle me confirme que m'a commande a été bien annulée d'attendre 15 jours je serai remboursée les 15 jours ce sont écoulés toujours rien je rappelle le service client toujours une dame ( conseillère) qui me répond et me dit la chose d'attendre les 15 jours elle ne voulait rien savoir malgré que lui dit les 15 jours ce sont écoulés alors elle me passe sont collège lui il me dit d'attendre les 15 jours qu'il ne faut pas compter les weekends puis après si je ne suis pas toujours remboursé je les rappelle alors 29/022024 je rappelle le service client Cdiscount une conseillère me dit toujours la même chose d'attendre les 15 jours et là elle ajoute 30 jours je dis à la dame dès le premier jour vous m'avez demandé d'attendre les 15 jours aujourd'hui vous me parler de 30 jours elle me de d'aller voir ma banque que c'est une simple demande d'autorisation banquaire j'ai contacté ma banque ma gestionnaire me dit c'est pas au niveau de la banque qu'il faut que je recontacte le site le 1 Mars 2024 j'appelle le service client de Cdiscount alors la conseillère me dit j'ai souscrit une carte c'est pour cela que ça prend du temps j'étais surprise du faite qu'elle me parle de la carte je ne savais pas de quoi il était question j'ai demandé à la dame elle me dit j'ai souscrit une carte de fidélité qui te permet de pouvoir payer en plusieurs fois et bénéficier les réductions j'ai dis à la dame que je ne l'ai jamais souscrit j'ai payé cache mes deux commandes elle me demande d'appeler cette banque à la quelle j'ai souscrit la carte j'étais très choquée et étonné je dis à la dame que je ne connais pas tous ce qu'elle me racontait et je lui ai posé la question de savoir pourquoi c'est aujourd'hui que vous me parlez de cette fameuse carte depuis que je vous appelle personne un de vos collègues ne m'a jamais en parler? après elle me passe sont collègue qui m'envoie un mail et me dit de recontacter ma banque, je fais j'ai envoyé le mail à ma gestionnaire ma gestionnaire me répond qu'elle ne peut rien faire elle m'a envoyé dans un autre service et de là-bas eu aussi il m'ont dit que le problème n'était pas au niveau de ma banque il faut que recontacte le site alors le 2/03/2024 je recontacte service client Cdiscount la conseillère elle vient encore me raconter le même récit en me disant d'attendre après les 15 jours j'ai dis à la aujourd'hui on ai au 2Mars 2024 étant donné que j'avais passé la commande puis l'annulé le 6 février 2024 dont fera bientôt 1 mois ,gros il me font tourner en rond me prendre pour une débile alors j'ai dis à la que je employé d'autres mesures pour pouvoir récupérer mon argent puis cette conseillère me dit qu'il est trop tard Mme ! Je lui posé la question de savoir qu'est ce qui était trop tard que je sois remboursée où d'employés d'autres mesures enfin que je rentre en possession de mon argent? Elle voulait plus me répondre puis elle a coupé le téléphone je suis très déçu jusqu'aujourd'hui on ai au 4 Mars 2024 j'ai pas de réponse à demande ni des articles que j'avais commandés ni mon argent 


Vous me répondez en disant que ces empreintes disparaîtront dans quelque jours et que je n'ai pas été débité !
Celà fera 1 mois après demain que vous me faites tourner en rond, j'ai toujours des empreintes sur mon compte bancaire c'est bien marqué Cdiscount -99,90€: Cdiscount-52,99€ et que j'ai été débité. 
On m'avait dit de patienter 15 jours, aujourd'hui bientôt 1 mois je dois continuer d'attendre pendant combien de temps??",Negative,Electronics,0,"Je suis très très déçu du site… Je suis très très déçu du site Cdiscount.
J'ai effectué des achats en ligne le 6/02/2024 puis j'ai annulé, il s'agissait d'un rangement enfant avec motif référence commande 306982348-24020622182RP3G, à 52,99€
avec un rangement de la salle de bain Référence commande 306982347-24020622182RP3F, à 99,90€ j'avais payé cache et j'ai été débité sur mon compte et j'ai bien reçu la confirmation d'annulation des deux commandes sur le site au bout de 5 jours j'ai constaté que je n'avais pas été remboursée alors je contact le service client de Cdiscount j'ai eu une dame( conseillère) elle me demande de me présenter je l'ai fais delà elle me confirme que m'a commande a été bien annulée d'attendre 15 jours je serai remboursée les 15 jours ce sont écoulés toujours rien je rappelle le service client toujours une dame ( conseillère) qui me répond et me dit la chose d'attendre les 15 jours elle ne voulait rien savoir malgré que lui dit les 15 jours ce sont écoulés alors elle me passe sont collège lui il me dit d'attendre les 15 jours qu'il ne faut pas compter les weekends puis après si je ne suis pas toujours remboursé je les rappelle alors 29/022024 je rappelle le service client Cdiscount une conseillère me dit toujours la même chose d'attendre les 15 jours et là elle ajoute 30 jours je dis à la dame dès le premier jour vous m'avez demandé d'attendre les 15 jours aujourd'hui vous me parler de 30 jours elle me de d'aller voir ma banque que c'est une simple demande d'autorisation banquaire j'ai contacté ma banque ma gestionnaire me dit c'est pas au niveau de la banque qu'il faut que je recontacte le site le 1 Mars 2024 j'appelle le service client de Cdiscount alors la conseillère me dit j'ai souscrit une carte c'est pour cela que ça prend du temps j'étais surprise du faite qu'elle me parle de la carte je ne savais pas de quoi il était question j'ai demandé à la dame elle me dit j'ai souscrit une carte de fidélité qui te permet de pouvoir payer en plusieurs fois et bénéficier les réductions j'ai dis à la dame que je ne l'ai jamais souscrit j'ai payé cache mes deux commandes elle me demande d'appeler cette banque à la quelle j'ai souscrit la carte j'étais très choquée et étonné je dis à la dame que je ne connais pas tous ce qu'elle me racontait et je lui ai posé la question de savoir pourquoi c'est aujourd'hui que vous me parlez de cette fameuse carte depuis que je vous appelle personne un de vos collègues ne m'a jamais en parler? après elle me passe sont collègue qui m'envoie un mail et me dit de recontacter ma banque, je fais j'ai envoyé le mail à ma gestionnaire ma gestionnaire me répond qu'elle ne peut rien faire elle m'a envoyé dans un autre service et de là-bas eu aussi il m'ont dit que le problème n'était pas au niveau de ma banque il faut que recontacte le site alors le 2/03/2024 je recontacte service client Cdiscount la conseillère elle vient encore me raconter le même récit en me disant d'attendre après les 15 jours j'ai dis à la aujourd'hui on ai au 2Mars 2024 étant donné que j'avais passé la commande puis l'annulé le 6 février 2024 dont fera bientôt 1 mois ,gros il me font tourner en rond me prendre pour une débile alors j'ai dis à la que je employé d'autres mesures pour pouvoir récupérer mon argent puis cette conseillère me dit qu'il est trop tard Mme ! Je lui posé la question de savoir qu'est ce qui était trop tard que je sois remboursée où d'employés d'autres mesures enfin que je rentre en possession de mon argent? Elle voulait plus me répondre puis elle a coupé le téléphone je suis très déçu jusqu'aujourd'hui on ai au 4 Mars 2024 j'ai pas de réponse à demande ni des articles que j'avais commandés ni mon argent 


Vous me répondez en disant que ces empreintes disparaîtront dans quelque jours et que je n'ai pas été débité !
Celà fera 1 mois après demain que vous me faites tourner en rond, j'ai toujours des empreintes sur mon compte bancaire c'est bien marqué Cdiscount -99,90€: Cdiscount-52,99€ et que j'ai été débité. 
On m'avait dit de patienter 15 jours, aujourd'hui bientôt 1 mois je dois continuer d'attendre pendant combien de temps??"
1556,Arnaque,1,2024-01-06 00:00:00+00:00,"Commande marketplace : Référence : 295691608 - 2312182041W1P3S

Commande jamais recu, ça fais depuis janvier que votre vendeur me demande d'attendre.
Vous pouvez vérifier le conversation et les dates ",Negative,Customer Service,0,"Arnaque Commande marketplace : Référence : 295691608 - 2312182041W1P3S

Commande jamais recu, ça fais depuis janvier que votre vendeur me demande d'attendre.
Vous pouvez vérifier le conversation et les dates "
1557,Génial,5,2024-03-04 00:00:00+00:00,Génial! expérience fluide!,Neutral,Uncategorized,1,Génial Génial! expérience fluide!
1558,.BRAVO,5,2024-03-01 00:00:00+00:00,.EFFICACZ ET RAPIDE,Positive,Uncategorized,1,.BRAVO .EFFICACZ ET RAPIDE
1559,Toujours satisfaite de mes achats,5,2024-03-04 00:00:00+00:00,Depuis plus de 10 ans je commande sur Cdiscount et je suis complètement satisfaite de mes achats,Neutral,Customer Service,1,Toujours satisfaite de mes achats Depuis plus de 10 ans je commande sur Cdiscount et je suis complètement satisfaite de mes achats
1560,à fuir,1,2024-03-04 00:00:00+00:00,"CATASROPHE, ils ne m'ont toujours pas remboursé après trois semaines d'attente + j'ai du payé moi meme les  frais de retours, rien avoir avec amazon qui m'ont remboursé en littéralement 24h et 5 min d'échanges, plus jamais de ma vie  je n'achète sur c discount , sur leur site on a beau cliquer sur comment les contacter aucun lien de marche / ne s'active donc 15 euros d'envois maintenant trois semaines j'ai toujours pas vu la couleur de mon remboursement ",Negative,Customer Service,0,"à fuir CATASROPHE, ils ne m'ont toujours pas remboursé après trois semaines d'attente + j'ai du payé moi meme les  frais de retours, rien avoir avec amazon qui m'ont remboursé en littéralement 24h et 5 min d'échanges, plus jamais de ma vie  je n'achète sur c discount , sur leur site on a beau cliquer sur comment les contacter aucun lien de marche / ne s'active donc 15 euros d'envois maintenant trois semaines j'ai toujours pas vu la couleur de mon remboursement "
1561,tout est parfait,5,2024-03-04 00:00:00+00:00,tout est parfait,Positive,Uncategorized,1,tout est parfait tout est parfait
1562,Dommage que la livraison soit qualité discount. ,3,2024-02-29 00:00:00+00:00,"Alors j'ai commandé un PC portable sur le site. C'était ma première commande. 

Le suivi de ma commande a été de bonne facture. 

Le délai de livraison a été respecté en principe du fait que j'avais demandé une livraison à domicile Express donc sous maximum 2 jours. 

Le bémol se trouve dans le traitement de la livraison. Le livreur ne m'a contacté qu'une seule fois, je n'avais pas répondu à l'appel puisque je n'avais pas entendu la sonnerie alors que j'attendais pendant une heure. 

Donc, j'ai rappelé plusieurs fois le livreur pour lui signifier ma présence mais je tombe constamment sur le répondeur.

J'ai appris plus tard dans la journée que ma commande a été déposé dans un point relais alors que j'avais demandé une livraison à domicile. Donc, mes requêtes n'ont pas été respecté. 

Je suis donc allé chercher mon PC le lendemain donc après le délai supposé de livraison. C'est comme si j'avais dépensé 4 euros pour rien. 

En soi, le PC était de bonne qualité. Ensuite, le service en général était de qualité notamment au niveau du suivi du colis, les produits sont à un prix discount dommage que la livraison soit qualité discount. 

Je souhaite davantage de respect du client par rapport à la commande qui a été exigé. C'est quand grâce au consommateur que Cdiscount est ce qu'il est. 

J'espère que ce genre de mésaventure ne réitéra pas. ",Negative,Customer Service,0,"Dommage que la livraison soit qualité discount.  Alors j'ai commandé un PC portable sur le site. C'était ma première commande. 

Le suivi de ma commande a été de bonne facture. 

Le délai de livraison a été respecté en principe du fait que j'avais demandé une livraison à domicile Express donc sous maximum 2 jours. 

Le bémol se trouve dans le traitement de la livraison. Le livreur ne m'a contacté qu'une seule fois, je n'avais pas répondu à l'appel puisque je n'avais pas entendu la sonnerie alors que j'attendais pendant une heure. 

Donc, j'ai rappelé plusieurs fois le livreur pour lui signifier ma présence mais je tombe constamment sur le répondeur.

J'ai appris plus tard dans la journée que ma commande a été déposé dans un point relais alors que j'avais demandé une livraison à domicile. Donc, mes requêtes n'ont pas été respecté. 

Je suis donc allé chercher mon PC le lendemain donc après le délai supposé de livraison. C'est comme si j'avais dépensé 4 euros pour rien. 

En soi, le PC était de bonne qualité. Ensuite, le service en général était de qualité notamment au niveau du suivi du colis, les produits sont à un prix discount dommage que la livraison soit qualité discount. 

Je souhaite davantage de respect du client par rapport à la commande qui a été exigé. C'est quand grâce au consommateur que Cdiscount est ce qu'il est. 

J'espère que ce genre de mésaventure ne réitéra pas. "
1563,Parfait,5,2024-03-02 00:00:00+00:00,"Jamais de problème lors de mes commandes.
",Negative,Customer Service,1,"Parfait Jamais de problème lors de mes commandes.
"
1564,à voir à la livraison,4,2024-03-03 00:00:00+00:00,Livraison gratuite,Negative,Shipping,1,à voir à la livraison Livraison gratuite
1565,choix/prix,5,2024-03-03 00:00:00+00:00,choix/prix,Neutral,Uncategorized,1,choix/prix choix/prix
1566,Ravie,5,2024-03-03 00:00:00+00:00,Toujours de bons produits sur Cdiscount je suis cliente depuis des années et jamais de soucis ou si problèmes toujours résolus dans l'urgence. MERCI,Negative,Customer Service,1,Ravie Toujours de bons produits sur Cdiscount je suis cliente depuis des années et jamais de soucis ou si problèmes toujours résolus dans l'urgence. MERCI
1567,J ai commander des lingettes pour…,1,2024-03-03 00:00:00+00:00,J ai commander des lingettes pour netoyeur vapeur karcher soit disant de la marque et livré de produit bas de gamme chinois ....c discount n est pas Amazon à éviter..,Negative,Customer Service,0,J ai commander des lingettes pour… J ai commander des lingettes pour netoyeur vapeur karcher soit disant de la marque et livré de produit bas de gamme chinois ....c discount n est pas Amazon à éviter..
1568,Travail et valorise des escroc quand…,1,2024-03-03 00:00:00+00:00,"Travail et valorise des escroc quand vous finalisez une commande chez eux.
Ils vous proposent des achats à 1 euros avec boutik privé qui est une site d'escroquerie qui vous prélève des sommes sur votre compte sans vous envoyer les marchandises...",Negative,Customer Service,0,"Travail et valorise des escroc quand… Travail et valorise des escroc quand vous finalisez une commande chez eux.
Ils vous proposent des achats à 1 euros avec boutik privé qui est une site d'escroquerie qui vous prélève des sommes sur votre compte sans vous envoyer les marchandises..."
1569,bien ,4,2024-03-03 00:00:00+00:00,"bien 
continuez",Neutral,Uncategorized,1,"bien  bien 
continuez"
1570,Commande très facile à passer et prix…,5,2024-03-03 00:00:00+00:00,Commande très facile à passer et prix très raisonnable. A recommander.,Negative,Customer Service,1,Commande très facile à passer et prix… Commande très facile à passer et prix très raisonnable. A recommander.
1571,Changement des prix ,1,2024-02-29 00:00:00+00:00,"Acheté une machine à laver 1er jour de seoldes, je voulais payer en 4 fois.
Mon colis était ""perdu"", du coup ils m'ont remboursé. Sauf que ... quand le colis s'est retrouvé, ils m'ont pris l'argent directement de mon compte, tour d'un coup. Et plus en prix que je l'ai eu en soldés mais 40 euros plus cher. 
Sympa ... et ils ne peuvent/ne veulent rien faire avec. 



Édit : 

Je n'ai pas régularisé le payement car vous me demandez payer un prix que je ne devrais pas payer (40 e de plus). ",Negative,Shipping,0,"Changement des prix  Acheté une machine à laver 1er jour de seoldes, je voulais payer en 4 fois.
Mon colis était ""perdu"", du coup ils m'ont remboursé. Sauf que ... quand le colis s'est retrouvé, ils m'ont pris l'argent directement de mon compte, tour d'un coup. Et plus en prix que je l'ai eu en soldés mais 40 euros plus cher. 
Sympa ... et ils ne peuvent/ne veulent rien faire avec. 



Édit : 

Je n'ai pas régularisé le payement car vous me demandez payer un prix que je ne devrais pas payer (40 e de plus). "
